Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
110000000,3091,136986,Maipú,PtoNatales,3,3.0,70.0,100.0,1.0,7264046,Gesinprop Gestión Inmobiliaria
132000000,3709,164384,Maipú,SantaBerta,7,3.0,132.0,142.0,1.0,7933207,Gesinprop Gestión Inmobiliaria
98000000,2754,122042,LoPrado,DoctorDiegoAracena,3,1.0,102.0,162.0,2.0,8053032,Gesinprop Gestión Inmobiliaria
1067700000,30000,1329639,LoBarnechea,CerroLaPaloma11000,5,4.0,301.0,1102.0,4.0,6661689,Gesinprop Gestión Inmobiliaria
135000000,3793,168120,PadreHurtado,FernandoMuñozRojas,3,2.0,90.0,140.0,1.0,10004875,Gesinprop Gestión Inmobiliaria
480465000,13500,598337,SanMiguel,ÁlvarezdeToledo900,6,5.0,237.0,594.0,2.0,9677990,Gesinprop Gestión Inmobiliaria
68000000,1911,84682,Buin,VillaGabriela,3,1.0,,,1.0,11012602,Corredora de Propiedades Alto Coipue spa
704682000,19800,877562,Peñalolén,Laspircas,5,6.0,300.0,880.0,4.0,9222359,Easyprop
1067700000,30000,1329639,Ñuñoa,CampodeDeportes/GeneralMiranda,4,3.0,352.0,734.0,9.0,6891686,Sucursal El Bosque Sur
886191000,24900,1103600,LoBarnechea,LosRefugiosdelArrayán,5,,380.0,908.0,4.0,6702919,Sucursal Cantagallo
782980000,22000,975068,Providencia,MetroFranciscoBilbao/Amapolas,9,6.0,422.0,480.0,,6096061,Sucursal El Bosque Sur
124565000,3500,155125,Lampa,Av.LaHacienda3008,3,2.0,75.0,200.0,2.0,11729133,Cesar Galaz
352341000,9900,438781,Providencia,Condell/FranciscoBilbao,5,3.0,222.0,264.0,,9792430,Sucursal El Bosque Sur
91000000,2557,113325,Maipú,Elcielo,3,1.0,55.0,100.0,1.0,11305815,Corredora de Propiedades Alto Coipue spa
168340700,4730,209640,Maipú,CalleThiare,3,3.0,100.0,110.0,2.0,8662812,Houm
195000000,5479,242839,SanBernardo,Pje.Castilla638,5,2.0,148.0,306.0,1.0,8547157,
444875000,12500,554016,Providencia,Alferezreal/josemiguelinfante,3,2.0,130.0,264.0,2.0,8065064,Easyprop
336325500,9450,418836,LaFlorida,AltoMacul/CondominioPuertaVerde,3,3.0,110.0,380.0,4.0,11722967,Nexxos
125000000,3512,155666,SanJoaquín,ParqueLaCastrina/SanJoaquin,3,1.0,92.0,252.0,2.0,11722934,Nexxos
55000000,1545,68493,Providencia,BarrioItalia/Infante,1,1.0,55.0,59.0,,11722804,Mauricio Pino Propiedades
100000000,2810,124533,CerroNavia,YC56777Caupolicán/LasHualtatas,5,1.0,102.0,160.0,1.0,6493850,Propiedades Centro Santiago SPA
175800000,4940,218929,Peñaflor,Victorsotoespinoza1225villajardinesn°2,4,3.0,110.0,165.0,2.0,11721300,Nexxos
49500000,1391,61644,Lampa,Villaisabelriquelme,2,1.0,46.0,70.0,,11720440,Movahome Corredores Integrados
120000000,3372,149440,Lampa,Condominiosantacatalina,3,2.0,94.0,120.0,,11720414,Movahome Corredores Integrados
110000000,3091,136986,PuenteAlto,SeVendeCasacercaAvda.SanCarlosyCardenalOviedoenPuenteAlto,3,2.0,,,1.0,11720350,Mi Llave
542747500,15250,675900,Colina,PiedraRoja,3,3.0,150.0,518.0,,11719654,Nexxos
1459190000,41000,1817173,Independencia,AvenidaVivaceta,1,2.0,948.0,1148.0,,8057325,Unne
88600000,2489,110336,SanBernardo,LossuspirosLoscanelos,3,2.0,90.0,160.0,1.0,8544369,Mi Llave
80000000,2248,99626,CerroNavia,Resbalónag-61108/huele,2,1.0,70.0,162.0,1.0,9624783,Propiedades Centro Santiago SPA
128000000,3597,159402,Maipú,Parqueelrosal,4,2.0,94.0,131.0,,11356995,
92534000,2600,115235,EstaciónCentral,Metrolasrejas,3,2.0,60.0,120.0,,11715887,Unne
90000000,2529,112080,Peñalolén,JacarandaconAvLasParcelas,3,1.0,62.0,121.0,3.0,11715531,Unne
227776000,6400,283656,Lampa,AvdaLaMontaña/Galilea,4,3.0,120.0,210.0,2.0,10383330,Mauricio Pino Propiedades
170832000,4800,212742,PuenteAlto,Jardinesdevizcachas,3,3.0,94.0,180.0,2.0,11713738,Nexxos
176170500,4950,219390,PuenteAlto,Jardinesdevizcachas,3,3.0,94.0,154.0,2.0,11713714,Nexxos
176170500,4950,219390,PuenteAlto,Jardinesdevizcachas,3,3.0,94.0,200.0,2.0,11713691,Nexxos
144900000,4071,180448,PuenteAlto,Jardinesdevizcachas,4,3.0,72.0,120.0,1.0,11713682,Nexxos
140000000,3934,174346,LaFlorida,Volcanlonquimay,5,3.0,81.0,162.0,1.0,11713647,Nexxos
190000000,5339,236613,Maipú,Casacondominiodonpedro-maipú(seaceptanofertas),4,4.0,130.0,200.0,,11713603,Movahome Corredores Integrados
125000000,3512,155666,QuintaNormal,Santaadrianaconsamuelizquierdo.,3,1.0,76.0,204.0,2.0,8131841,Unne
105844660,2974,131812,SanBernardo,CaminoElMariscal,4,2.0,122.0,104.0,3.0,11713098,Unne
175000000,4917,217933,EstaciónCentral,avenidalasrejascasiesquinaisaacThompson,4,3.0,78.0,192.0,3.0,11712319,Mi Llave
291838000,8200,363435,LaCisterna,Colon,4,1.0,235.0,787.0,,10690981,Unne
427080000,12000,531856,LasCondes,Zanzibaroriente,3,1.0,85.0,285.0,2.0,10690859,Unne
462670000,13000,576177,Colina,CondominioSanJoaquín,3,2.0,5000.0,5000.0,,9139016,Easyprop
88975000,2500,110803,LaFlorida,Rupanco,1,1.0,42.0,42.0,,11357618,RUKAM SPA
135000000,3793,168120,LaFlorida,SanJosédelaEstrella/SanPedro,4,1.0,92.0,136.0,,10703250,Luz Godoy Propiedades
60000000,1686,74720,SanBernardo,CercanoaHospitalelPino,3,2.0,60.0,100.0,2.0,11711080,Unne
120000000,3372,149440,Maipú,Caminoacerrillos,4,2.0,90.0,200.0,,11711056,Unne
250000000,7024,311333,EstaciónCentral,A2cuadrasdealameday1cuadradegeneralvelasquez,5,2.0,120.0,300.0,,11711027,Unne
105000000,2950,130760,Maipú,VillalosHeroes,4,2.0,128.0,70.0,,11711012,Unne
110000000,3091,136986,Cerrillos,EntreaméricovespucioyEsquinablanca,5,3.0,110.0,225.0,3.0,11710985,Unne
110000000,3091,136986,Pudahuel,Cercanoaruta68,4,2.0,72.0,75.0,1.0,11710973,Unne
150000000,4215,186800,Pudahuel,aunpardecuadrasdesanPabloycallelaestrella,7,4.0,240.0,310.0,,11710940,Unne
130000000,3653,161893,Santiago,Avenidamattaentresanfranciscoysantarosa,3,1.0,200.0,210.0,,11710866,Unne
165000000,4636,205479,Maipú,aminutosdeplazamaipú,3,1.0,58.0,282.0,2.0,11710837,Unne
63000000,1770,78456,SanBernardo,LoBlancoconSanFrancisco,3,1.0,50.0,118.0,3.0,11710823,Unne
95000000,2669,118306,Pudahuel,Cercanoaruta68yautopistaamericovespucio,6,3.0,85.0,90.0,,11710780,Unne
65000000,1826,80946,SanBernardo,Cercaaavda.LoBlanco,5,2.0,75.0,105.0,,11710759,Unne
460000000,12925,572852,Maipú,CentrodeMaipu,3,1.0,100.0,1600.0,,11710730,Unne
118000000,3316,146949,PuenteAlto,haciendalosconquistadores,3,2.0,57.0,149.0,3.0,11710680,Unne
65000000,1826,80946,SanBernardo,RápidoaccesoaCalleLoBlancoyAv.SanFrancisco.AminutosdeRuta5ydeEstacióndeMetrotrenLoBlanco.,3,1.0,50.0,118.0,1.0,11710648,Unne
131683000,3700,163989,PuenteAlto,VillaParqueSanFrancisco,3,1.0,90.0,120.0,1.0,11710634,Unne
65000000,1826,80946,Lampa,batuco,1,1.0,72.0,72.0,,11710620,Unne
125000000,3512,155666,LaPintana,Aminutosintermodallacisterna,3,2.0,125.0,112.0,1.0,11710597,Unne
320310000,9000,398892,LaFlorida,Lasaraucarias6507,4,3.0,120.0,313.0,1.0,11710251,Mi Llave
142004100,3990,176842,QuintaNormal,Quintanormal,2,1.0,107.0,134.0,,11710247,Mi Llave
747034100,20990,930304,LoBarnechea,JoséAlcaldeDélano/CerrodelMedio,7,4.0,265.0,522.0,,10983608,Unne
142004100,3990,176842,Maipú,TrenaMelipilla,3,2.0,84.0,128.0,2.0,10677018,Mi Llave
1138880000,32000,1418281,Vitacura,Santamariademanquhue,5,3.0,380.0,800.0,5.0,11707763,Easyprop
65000000,1826,80946,Lampa,ValledelAconcaguaconBalmaceda,4,2.0,74.0,87.0,2.0,11706979,Mi Llave
130330580,3662,162305,LasCondes,Fueguinos,3,1.0,45.0,145.0,,11706879,Unne
220000000,6182,273973,LaFlorida,DeBordeLosFresnos,4,1.0,148.0,148.0,1.0,11357570,RUKAM SPA
932458000,26200,1161218,Vitacura,Borderío,4,3.0,280.0,640.0,4.0,5154571,Unne
50000000,1405,62267,LaFlorida,Bahiacatalinaag/mariaelena,3,1.0,65.0,60.0,,6697977,Propiedades Centro Santiago SPA
89000000,2501,110834,PuenteAlto,cercaalaccesosur,3,1.0,,,,11705999,Grupo Premium Propiedades Santiago
140000000,3934,174346,Maipú,LagoCastelgandolfo&ParquecentralOriente,3,2.0,92.0,195.0,,11705945,Grupo Premium Propiedades Santiago
100000000,2810,124533,LaReina,Pasajecordilleraconpasajedos,4,1.0,100.0,150.0,1.0,11705506,Grupo Premium Propiedades Santiago
806860890,22671,1004808,LaReina,aguasclaras,4,1.0,115.0,849.0,,11705279,Grupo Premium Propiedades Santiago
185000000,5198,230386,Independencia,LosÁngeles&CarlosMedina,3,1.0,101.0,246.0,2.0,11705219,Grupo Premium Propiedades Santiago
170000000,4777,211706,LaFlorida,VillaOhiggins/PolideportivoLaFlorida,4,2.0,102.0,290.0,,11705011,Grupo Premium Propiedades Santiago
300699910,8449,374471,Macul,Ofertacasacomercialenmacul,10,6.0,249.0,321.0,2.0,11703804,Movahome Corredores Integrados
252689000,7100,314681,Macul,RodrigodeArayaPedrodeValdivia,5,2.0,184.0,360.0,3.0,11703283,Mi Llave
180441300,5070,224709,LaFlorida,JardínAlto,3,3.0,120.0,150.0,1.0,11703147,Propital
551645000,15500,686980,Santiago,caleradetango,5,7.0,300.0,3150.0,1.0,10119255,Labbe &  Pollier
423521000,11900,527423,LasCondes,MartinDeZamoraSanchezFontecilla,3,3.0,110.0,195.0,1.0,8926121,VALVAL
140000000,3934,174346,Maipú,SanCayetano//Asuncion,4,2.0,120.0,140.0,,9875697,Unne
139000000,3906,173101,Santiago,ClubHipico/Antofagasta,3,2.0,153.0,162.0,,8125079,Alonso Baeza Rivera y Cía. Ltda.
68012490,1911,84698,Colina,PjeGonzaloRojas/PabloNeruda,2,1.0,67.0,75.0,,10981454,Grupo Premium Propiedades Santiago
135000000,3793,168120,SanBernardo,RobertoParada,5,2.0,152.0,152.0,1.0,11357675,RUKAM SPA
80000000,2248,99626,SanBernardo,Villanovavida,2,1.0,,,2.0,9485914,Mi Llave
352341000,9900,438781,LaFlorida,LosTulipanes/LasMagnolias,4,2.0,123.0,485.0,4.0,6398346,Sucursal El Bosque Sur
75000000,2107,93400,PuenteAlto,ApostolBartolomeYC61533/AvSantaRosa,2,1.0,120.0,200.0,1.0,10103601,Propiedades Centro Santiago SPA
130000000,3653,161893,PuenteAlto,LagunaSausalito,4,2.0,54.0,135.0,2.0,7819690,Houm
170000000,4777,211706,Quilicura,ManuelAntonioMatta/Av.LoCruzat,3,1.0,87.0,350.0,1.0,4903883,Schumacher Propiedades
174391000,4900,217174,PadreHurtado,Avstaherminiaag-60222/losceibos,3,3.0,94.0,165.0,,8703233,Propiedades Centro Santiago SPA
319954100,8990,398448,Ñuñoa,Echeñique/pucara,4,2.0,100.0,172.0,,7861195,Mauricio Pino Propiedades
523173000,14700,651523,Colina,PiedraRoja,3,3.0,180.0,427.0,2.0,9191102,Unne
70000000,1967,87173,SanBernardo,santamarta,3,1.0,,,4.0,9870319,Mi Llave - LITE
187915200,5280,234016,Maipú,primoderivera590,4,1.0,68.0,171.0,,5945898,Unne
302515000,8500,376731,Pudahuel,pasajeRododendroPoniente,5,3.0,137.0,296.0,2.0,9629082,Easyprop
515699100,14490,642216,Colina,ColegioLincon/Chamisero,4,3.0,189.0,745.0,1.0,5978902,Alonso Baeza Rivera y Cía. Ltda.
55000000,1545,68493,PuenteAlto,nocedal,3,2.0,80.0,79.0,2.0,9858590,Unne
140000000,3934,174346,Conchalí,NuevaCentral/TenienteYavar,5,2.0,162.0,108.0,,9799756,Procasa Inmobiliaria Echagüe
398252100,11190,495955,Colina,SantaElena,3,3.0,140.0,350.0,2.0,8230510,Unne
366577000,10300,456509,Peñalolén,Consistorial,5,4.0,172.0,231.0,3.0,6952261,Unne
252333100,7090,314238,Santiago,Lordcochrane/victoria,5,2.0,221.0,262.0,4.0,9638026,Mi Llave
533850000,15000,664819,Providencia,EliecerParada/JorgeMatte,4,2.0,135.0,356.0,1.0,8732862,Schumacher Propiedades
419962000,11800,522991,Peñalolén,CondominioAliwen,3,4.0,160.0,400.0,2.0,11356242,Nexxos
95000000,2669,118306,PadreHurtado,YC56542VillaelCopihue/Av.LasAraucarias,3,2.0,120.0,189.0,1.0,6405233,Propiedades Centro Santiago SPA
420000000,11801,523039,LaReina,loreley176,5,5.0,210.0,450.0,3.0,6632923,Unne
1637140000,46000,2038780,Vitacura,viaaurora,5,5.0,1080.0,500.0,5.0,5952648,Unne
505378000,14200,629362,Peñalolén,alvarocasanovas400,4,3.0,170.0,300.0,3.0,8647744,Unne
423165100,11890,526980,Vitacura,ColegioAleman/GeronimodeAlderete,4,3.0,130.0,275.0,1.0,9395129,Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
365000000,10256,454545,QuintaNormal,FranciscoJavier//NuevaImperial,4,2.0,142.0,423.0,2.0,9874572,Unne
69900000,1964,87049,Colina,CarlosDroguett,2,1.0,48.0,76.0,2.0,11701579,Patricio Gajardo propiedades
117447000,3300,146260,Cerrillos,Casade2dormitorios,2,1.0,67.0,324.0,1.0,5002362,Unne
512496000,14400,638227,Huechuraba,LosFresnos,5,4.0,234.0,426.0,2.0,9598695,Sucursal El Bosque Sur
75000000,2107,93400,EstaciónCentral,Obispojaviervasquezvalencia,2,1.0,68.0,69.0,,8943054,Unne
1099731000,30900,1369528,LasCondes,ColinadeGloria/GralBalnche,4,4.0,327.0,94929.0,3.0,9793534,Unne
128000000,3597,159402,SanBernardo,VillaMaestranza,3,2.0,87.0,95.0,1.0,8182966,Mi Llave
52000000,1461,64757,LaGranja,PasajeAndacolloesquinaSanJosedelaestrella,3,1.0,76.0,60.0,1.0,11357043,Unne
85000000,2388,105853,PuenteAlto,PasajeDonManueldeSilva,2,2.0,70.0,105.0,2.0,7776131,GO Propiedades
45000000,1264,56040,Melipilla,LasAraucariasPC60367/Merced,4,1.0,88.0,66.0,,8874252,Propiedades Centro Santiago SPA
120543330,3387,150116,Paine,(am56416)delvillar/juannúñes,5,2.0,160.0,140.0,,6353235,Propiedades Centro Santiago SPA
460890500,12950,573961,LasCondes,Lascondes,4,3.0,212.0,212.0,2.0,8328014,Kasalu Propiedades
423521000,11900,527423,LaReina,Eleodoroastorquiza/franciscovillagra,6,3.0,183.0,452.0,1.0,9179915,Italprop Propiedades
65000000,1826,80946,PuenteAlto,PC59979Horizonte/ElViento,3,1.0,15.0,100.0,1.0,8503077,Propiedades Centro Santiago SPA
96093000,2700,119667,QuintaNormal,calleds¿os3040,7,2.0,170.0,200.0,,11355837,Unne
131683000,3700,163989,PuenteAlto,DomingoTocornal/GenaroPrieto,3,2.0,194.0,195.0,2.0,7155104,Jorge Pablo Caro Propiedades
460890500,12950,573961,LasCondes,Lascondes,4,3.0,120.0,212.0,2.0,10134747,Kasalu Propiedades
102380000,2877,127497,LoPrado,IslaDecepcionYC60663/Adonay,3,1.0,102.0,162.0,,9219215,Propiedades Centro Santiago SPA
75000000,2107,93400,PuenteAlto,Tome(AG)/Circunvalación,3,2.0,49.0,79.0,,6942479,Propiedades Centro Santiago SPA
338105000,9500,421052,LaFlorida,Cumbresdelaviña,4,4.0,140.0,312.0,,10697824,Movahome Corredores Integrados
79000000,2220,98381,SanBernardo,LasPalmeras4,3,2.0,70.0,92.0,2.0,8088136,Mi Llave
135000000,3793,168120,Maipú,JuntadeVecinosCiudadSatelite,3,2.0,85.0,193.0,2.0,9871261,Mi Llave
154990000,4355,193014,Lampa,LaMontañaYC60025/BulevarSanCristobal,3,3.0,75.0,120.0,,8560612,Propiedades Centro Santiago SPA
1494780000,42000,1861494,Vitacura,Antilhue,6,6.0,480.0,1090.0,3.0,5859251,Unne
120000000,3372,149440,ElBosque,callecentral,7,1.0,140.0,180.0,3.0,9148145,Mi Llave
76518500,2150,95291,QuintaNormal,cruchagamontt,3,1.0,49.0,49.0,,11358215,RUKAM SPA
154500000,4341,192403,SanBernardo,LossuspirosAvenidaalmiranteRivero,3,3.0,110.0,160.0,4.0,9391514,Mi Llave
219127630,6157,272886,Recoleta,Mexico1145,6,2.0,120.0,120.0,,8955717,
270484000,7600,336842,Peñalolén,JardinesdeVespucio,4,3.0,147.0,176.0,1.0,4903312,Schumacher Propiedades
72959500,2050,90859,Santiago,LordCochraren,1,1.0,41.0,41.0,,11357821,RUKAM SPA
259451100,7290,323102,LaFlorida,Casaenjardinesdelaviña,3,2.0,110.0,239.0,4.0,9632015,Unne
366577000,10300,456509,LasCondes,Alonsodecamargo,3,2.0,80.0,240.0,,8112674,Nativo Propiedades
180000000,5058,224159,Quilicura,Millantu,5,3.0,170.0,194.0,2.0,5542079,Houm
298956000,8400,372299,LaReina,echeñique7046,3,2.0,98.0,228.0,3.0,9875554,Unne
110000000,3091,136986,Quilicura,AvenidaLoCruzat,3,3.0,77.0,114.0,1.0,8501250,Vip Gestion Inmobiliaria
548086000,15400,682548,LaFlorida,Lasaraucariasnorte,6,5.0,201.0,1869.0,,10697928,Movahome Corredores Integrados
462670000,13000,576177,LaReina,Loreley/PríncipedeGales,4,2.0,130.0,359.0,,9192109,Sucursal Cantagallo
533850000,15000,664819,LoBarnechea,GranPrecio//CaminoDelChin,5,2.0,171.0,322.0,,10107298,Francisco Vial Propiedades
110329000,3100,137396,PuenteAlto,cochoa0901,3,2.0,57.0,94.0,2.0,10984099,Unne
110000000,3091,136986,ElBosque,Losmañios,4,2.0,220.0,220.0,,11357487,RUKAM SPA
128124000,3600,159557,Maipú,Maipú,4,3.0,89.0,122.0,1.0,9638164,Cogespro | Corretaje Propiedades
1245650000,35000,1551245,LoBarnechea,ContralmiranteFernándezVial/SantaBlanca,7,6.0,670.0,2150.0,8.0,6451280,Schumacher Propiedades
996520000,28000,1240996,LoBarnechea,HuinganalMonseñorAdolfoRodriguez,5,5.0,300.0,700.0,3.0,6862030,Vivaqui Propiedades
204749270,5753,254980,LaFlorida,EstacióndemetroLosQuillayes/VillaLosRuiseñores,6,3.0,182.0,302.0,2.0,10350493,Sucursal Cantagallo
120000000,3372,149440,PuenteAlto,ProfesorDaríoSalasDías/ElGreco,4,2.0,,,1.0,9884264,Procasa Adrián Ulloa Propiedades
590794000,16600,735733,LasCondes,Flandes/IsabelLaCatólica,3,3.0,127.0,207.0,2.0,7391333,Mauricio Pino Propiedades
150000000,4215,186800,SanBernardo,SanBernardo,3,2.0,,,1.0,11359345,Bucas Propiedades
701123000,19700,873130,Vitacura,ClubdePolo/CandelariaGoyenechea,4,2.0,140.0,335.0,,8552009,Alonso Baeza Rivera y Cía. Ltda.
300000000,8429,373599,PuenteAlto,Santaelenaconnemesiovicuña,3,1.0,720.0,720.0,,9179901,Italprop Propiedades
90000000,2529,112080,LaFlorida,PaseoMayor,4,1.0,83.0,120.0,2.0,8361167,Houm
180000000,5058,224159,PuenteAlto,elpeñon/aruba,4,2.0,166.0,181.0,1.0,8907883,GO Propiedades
85000000,2388,105853,Pudahuel,PtoAntofagastaag/Av.LagunaSur,4,2.0,150.0,84.0,,6834313,Propiedades Centro Santiago SPA
180000000,5058,224159,LaFlorida,pasajenuevauno,3,1.0,320.0,320.0,3.0,11357602,RUKAM SPA
389710500,10950,485318,LasCondes,TongoyconPozoalMonte,5,2.0,124.0,320.0,3.0,5954786,Schumacher Propiedades
205176350,5765,255512,LaFlorida,Sanvenancio,4,2.0,152.0,144.0,1.0,10697872,Movahome Corredores Integrados
93000000,2613,115816,SanBernardo,loncomilla,2,1.0,70.0,160.0,,9956278,Mi Llave
562322000,15800,700276,LasCondes,MartindeZamora,4,3.0,170.0,250.0,,11082145,Nexxos
148600000,4175,185056,SanBernardo,ColonFranciscoAranda,3,2.0,110.0,220.0,3.0,8525186,Mi Llave
70000000,1967,87173,Colina,Pasajesanluis,2,1.0,90.0,105.0,1.0,9372496,Unne
978725000,27500,1218836,LasCondes,Caminoelalba---colegioscualaitaliana/colegiocumbre-enprecio-granterreno,5,5.0,480.0,1510.0,,9395159,Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
782624100,21990,974625,LaReina,Alvarocasanova/maríamonvel,5,,250.0,2500.0,8.0,6095087,Sucursal Cantagallo
185000000,5198,230386,PuenteAlto,Metrosoterodelriocondominio3d-3b-2e,3,3.0,89.0,160.0,2.0,11359022,Mi Llave
70000000,1967,87173,Quilicura,Salvadordebahiaag-60485/montevideo,2,1.0,52.0,71.0,,8959049,Propiedades Centro Santiago SPA
676210000,19000,842105,Vitacura,Pedrodevillagra,4,3.0,140.0,330.0,2.0,7825557,Unne
530291000,14900,660387,Vitacura,JumboLoCastillo,4,4.0,130.0,195.0,1.0,9138932,Alto Andes
150000000,4215,186800,Macul,CastilloUrizarSur,3,1.0,90.0,161.0,2.0,7483662,Houm
533850000,15000,664819,LaReina,Echeñique/simonbolivar,3,4.0,198.0,340.0,2.0,10986007,Foix Realty 100
871955000,24500,1085872,LoBarnechea,CentroCulturalElTranque,5,5.0,237.0,839.0,,10128430,Unne
237000000,6659,295143,Colina,AconcaguaAG/Gral.SanMartin,3,1.0,67.0,214.0,,7989505,Propiedades Centro Santiago SPA
151257500,4250,188366,PuenteAlto,volcánquizapu&coquimbo,3,2.0,98.0,174.0,2.0,11004515,Unne
62000000,1742,77210,SanBernardo,avcentral,2,1.0,52.0,80.0,,11356741,Unne
88975000,2500,110803,Buin,CaminoBuinMaipo,2,2.0,54.0,100.0,1.0,10650451,Unne
516055000,14500,642659,Colina,Chamisero/LosMaitenes,4,4.0,152.0,420.0,,6726667,Vivaqui Propiedades
512496000,14400,638227,Colina,Piedraroja,3,4.0,151.0,384.0,,10683951,Nativo Propiedades
409285000,11500,509695,Peñalolén,Consistorial/ViñedosdelConsistorial,5,4.0,140.0,300.0,2.0,9438668,Vivaqui Propiedades
65000000,1826,80946,Colina,PabloNeruda/CarlosDroguett,4,1.0,69.0,75.0,,6033053,Procasa Inmobiliaria Echagüe
80000000,2248,99626,CerroNavia,Lasultana/gacela,3,1.0,95.0,198.0,2.0,8184972,Propiedades Centro Santiago SPA
94000000,2641,117061,PuenteAlto,Lacatalpa,2,1.0,70.0,122.0,1.0,7283942,Houm
124990000,3512,155654,PuenteAlto,ElMaitãn,2,2.0,90.0,90.0,1.0,7658806,Agente Inmobiliario
637061000,17900,793351,Vitacura,Vitacura,3,4.0,250.0,250.0,1.0,8327528,Kasalu Propiedades
106770000,3000,132964,Maipú,Labandurriaazulag-61506/longitudinal,3,1.0,80.0,60.0,2.0,10103611,Propiedades Centro Santiago SPA
1014315000,28500,1263157,LasCondes,CaminoOtoñal/FranciscoBulnesCorrea,6,6.0,372.0,1049.0,,6343244,Francisco Vial Propiedades
142004100,3990,176842,PuenteAlto,-33.603217-70.586795,4,3.0,95.0,130.0,1.0,11698865,Todo Propiedades
129990000,3652,161880,PuenteAlto,Chayavientos,4,2.0,156.0,80.0,1.0,7837920,Agente Inmobiliario
125000000,3512,155666,Talagante,Am56543condominiosanluis/avbalmaceda,4,3.0,98.0,108.0,,6405329,Propiedades Centro Santiago SPA
125000000,3512,155666,Maipú,Maipú,3,2.0,61.0,150.0,1.0,5866265,Gescor Propiedades -Expertos Agentes Inmobiliarios
295397000,8300,367867,LaFlorida,Jardinesdelaviña/RojasMagallanes,4,3.0,138.0,254.0,2.0,11069890,Nexxos
130000000,3653,161893,Peñaflor,Av.FranciscoBilbao/Rosales,2,2.0,91.0,184.0,,9624714,Propiedades Centro Santiago SPA
153570000,4315,191245,PuenteAlto,CuencaYC60891/LaGloria,3,2.0,100.0,160.0,,9395070,Propiedades Centro Santiago SPA
120000000,3372,149440,Lampa,VentaCasa4DormitoriosLampa,4,2.0,141.0,300.0,,8516035,Invierte Propiedades
130000000,3653,161893,SanBernardo,PortalesconSanAlfonso,5,1.0,150.0,220.0,,8934112,Corredores Independientes
462670000,13000,576177,SanJoaquín,juansebastianbach,4,2.0,230.0,600.0,,7776660,Mi Llave
57000000,1602,70984,LaFlorida,Casa2pisosenventaenlaflorida//chaconzamora,3,2.0,62.0,62.0,,11696723,
163358100,4590,203435,Tiltil,JardinOriente/JardinOriente,3,3.0,109.0,268.0,,5486871,Propiedades Ricardo Vial y Cia. Ltda.
103211000,2900,128532,Maipú,ElSamaritano-CuatroPoniente,3,2.0,66.0,101.0,1.0,11696302,Unne
836365000,23500,1041550,Colina,LosBosquesPiedraRojaColina,6,5.0,330.0,1100.0,5.0,11696273,Unne
73671300,2070,91745,Pudahuel,Ríogrande,4,1.0,,99.0,,10334519,
925340000,26000,1152354,LoBarnechea,Caminodelabrisa,5,4.0,18917.0,11927.0,2.0,11347739,Unne
99000000,2782,123288,SanBernardo,LosSuspirosAlmiranteRivero,3,2.0,75.0,130.0,1.0,8958289,Mi Llave
180000000,5058,224159,LaCisterna,Av.Loovalle/iquique/covadonga,5,3.0,126.0,170.0,,7796963,Jaime Moris Propiedades (Providencia)
2669250000,75000,3324097,LoBarnechea,Senderolaslagunas,5,7.0,311.0,8341.0,4.0,6625138,Unne
1530014100,42990,1905372,Santiago,Metroucatolica-cerrosantalucia/edificiocompletoconascensorcarmen---metro,15,11.0,800.0,157.0,,9379301,Alonso Baeza Rivera y Cía. Ltda. (Kennedy)
670871500,18850,835456,LasCondes,SanRamón/UniversidaddeLosAndes,4,4.0,190.0,302.0,2.0,11694506,Sucursal Cantagallo
85000000,2388,105853,PuenteAlto,SargentoMenadier,3,2.0,184.0,184.0,2.0,11694256,FAVREAU GESTIÓN INMOBILIARIA
69400500,1950,86427,EstaciónCentral,FedericoScotto130,1,1.0,32.0,34.0,,11694241,Property Link
957371000,26900,1192243,Vitacura,¡¡¡¡casacomercial!!!juanxxiii,5,2.0,149.0,544.0,4.0,10118195,Easyprop
414623500,11650,516343,LaReina,alcaldelalastra,5,3.0,129.0,348.0,,7399612,Unne
1060582000,29800,1320775,LoBarnechea,Trapenses/colegioeverest,5,4.0,355.0,924.0,4.0,11694058,Easyprop
95381200,2680,118781,Cerrillos,VentaCasa4DormitoriosCerrillos,4,1.0,75.0,128.0,,10659884,Invierte Propiedades
285000000,8008,354919,Maipú,Monumentoaloshéroes,3,2.0,110.0,334.0,,5714536,Foix Realty 100
265000000,7446,330012,Peñalolén,Av.AmericoVespucioYC61543/Av.Grecia,5,2.0,127.0,162.0,,10120522,Propiedades Centro Santiago SPA
295397000,8300,367867,Maipú,CondominioPatagoniaI,5,3.0,139.0,295.0,5.0,11693527,Mi Llave
533494100,14990,664376,Providencia,ReginaPacis/Dinamarca,4,4.0,175.0,433.0,,6279374,Sucursal Cantagallo
65000000,1826,80946,Lampa,GaribaldiconUruguay,1,1.0,70.0,71.0,,10417862,Unne
110000000,3091,136986,Maipú,Cabadá/DosNorte,3,1.0,120.0,145.0,1.0,10974677,Mauricio Pino Propiedades
189000000,5310,235367,Maipú,Av.ElCarmencon5deAbril,6,3.0,138.0,220.0,3.0,8197684,Unne
